path,iamgeName,ImageNorth,ImageEast,ImageLenght,ImageWidth,DateTime,AverageSpeedInteger,AvgEIRI,AvgCIRI,ImageElevation
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30924067_29857340_20180825082231_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.92406778,29.85734056,1440,2560,8/25/2018 8:22,106,1.4,1.4,36
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30924747_29856860_20180825082234_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.92474722,29.85686056,1440,2560,8/25/2018 8:22,105,1.2,1.4,38
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30925505_29856421_20180825082237_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.925505,29.85642111,1440,2560,8/25/2018 8:22,107,1.3,1.3,41
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30926451_29855734_20180825082241_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.92645139,29.85573444,1440,2560,8/25/2018 8:22,107,1.4,1.3,39
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30927127_29855241_20180825082244_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.92712722,29.85524111,1440,2560,8/25/2018 8:22,107,1.3,1.2,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30928047_29854614_20180825082248_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.92804694,29.85461444,1440,2560,8/25/2018 8:22,106,1.4,1.4,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30931710_29852376_20180825082304_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93171028,29.85237611,1440,2560,8/25/2018 8:23,108,1.4,1.3,4
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30932710_29851805_20180825082308_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93271028,29.85180528,1440,2560,8/25/2018 8:23,110,1.3,1.3,28
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30933444_29851336_20180825082311_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93344472,29.85133639,1440,2560,8/25/2018 8:23,112,1.4,1.6,26
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30934156_29850881_20180825082314_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93415639,29.85088111,1440,2560,8/25/2018 8:23,109,1.5,1.8,29
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30934896_29850423_20180825082317_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93489583,29.85042306,1440,2560,8/25/2018 8:23,110,1.3,1.6,27
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30935873_29849819_20180825082321_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93587333,29.84981972,1440,2560,8/25/2018 8:23,110,1.4,1.6,27
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30938785_29847911_20180825082333_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93878528,29.84791139,1440,2560,8/25/2018 8:23,107,1.3,1.4,31
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30939003_29847811_20180825082334_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93900389,29.84781167,1440,2560,8/25/2018 8:23,103,1.3,1.1,28
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30939760_29847458_20180825082337_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.93976056,29.84745778,1440,2560,8/25/2018 8:23,102,1.3,1,20
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30940687_29846904_20180825082341_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94068722,29.84690472,1440,2560,8/25/2018 8:23,101,1.3,1,23
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30941341_29846500_20180825082344_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94134111,29.84650083,1440,2560,8/25/2018 8:23,100,1.3,1.3,24
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30942196_29845926_20180825082348_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94219639,29.84592611,1440,2560,8/25/2018 8:23,99,1.2,1.4,24
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30943063_29845361_20180825082352_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94306361,29.84536083,1440,2560,8/25/2018 8:23,99,1.4,1.3,24
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30945717_29843677_20180825082404_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94571694,29.8436775,1440,2560,8/25/2018 8:24,99,1.3,1.2,30
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30946141_29843389_20180825082406_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94614111,29.84338917,1440,2560,8/25/2018 8:24,99,1.4,1.2,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30947039_29842845_20180825082410_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94703972,29.84284528,1440,2560,8/25/2018 8:24,98,1.7,1.6,49
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30947727_29842445_20180825082413_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94772694,29.84244583,1440,2560,8/25/2018 8:24,99,1.8,2.1,43
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30948601_29841919_20180825082417_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94860111,29.84191972,1440,2560,8/25/2018 8:24,98,1.3,1.4,40
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30949473_29841392_20180825082421_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.94947333,29.8413925,1440,2560,8/25/2018 8:24,98,1.2,1.1,40
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30951193_29840198_20180825082429_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95119333,29.84019833,1440,2560,8/25/2018 8:24,98,1.2,1,35
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30951876_29839798_20180825082432_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95187667,29.83979889,1440,2560,8/25/2018 8:24,98,1.4,1.2,35
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30952514_29839438_20180825082435_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95251444,29.83943778,1440,2560,8/25/2018 8:24,96,1.3,1.3,33
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30953408_29838957_20180825082439_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95340806,29.83895778,1440,2560,8/25/2018 8:24,95,1.3,1.3,30
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30954302_29838462_20180825082443_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.9543025,29.8384625,1440,2560,8/25/2018 8:24,97,1.3,1.2,28
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30954964_29838059_20180825082446_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95496444,29.83805917,1440,2560,8/25/2018 8:24,99,1.3,1.3,26
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30955835_29837510_20180825082450_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.955835,29.83751028,1440,2560,8/25/2018 8:24,99,1.4,1.3,26
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30958874_29835833_20180825082502_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95887417,29.83583306,1440,2560,8/25/2018 8:25,103,1.5,1.3,5
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30959255_29835476_20180825082504_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.95925583,29.83547667,1440,2560,8/25/2018 8:25,108,1.6,1.6,12
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30960207_29834894_20180825082508_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96020694,29.83489444,1440,2560,8/25/2018 8:25,105,1.3,1.2,18
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30960875_29834442_20180825082511_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.960875,29.8344425,1440,2560,8/25/2018 8:25,103,1.4,1.3,27
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30961646_29833755_20180825082515_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96164639,29.83375583,1440,2560,8/25/2018 8:25,100,1.4,1.4,29
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30962245_29833270_20180825082518_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96224528,29.83327056,1440,2560,8/25/2018 8:25,97,1.3,1.1,29
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30963138_29832669_20180825082522_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96313833,29.83266917,1440,2560,8/25/2018 8:25,100,1.4,1.4,31
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30967341_29829732_20180825082545_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96734167,29.8297325,1440,2560,8/25/2018 8:25,88,1.3,1,43
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30967601_29829461_20180825082613_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96760083,29.82946167,1440,2560,8/25/2018 8:26,27,1.2,0.4,35
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30967774_29829456_20180825082551_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96777417,29.82945611,1440,2560,8/25/2018 8:25,40,1.2,0.6,40
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30967889_29829323_20180825082617_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96788972,29.82932361,1440,2560,8/25/2018 8:26,19,1.2,0.4,35
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30968286_29828786_20180825082628_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96828639,29.82878639,1440,2560,8/25/2018 8:26,19,1.2,0.2,27
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30968624_29828541_20180825082636_0_M_41cdfef0-4bb1-428c-8c2a-309c3d8c249e.jpg,30.96862417,29.82854139,1440,2560,8/25/2018 8:26,17,1.8,0.3,30
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30970443_29826246_20180825082908_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97044306,29.82624611,1440,2560,8/25/2018 8:29,32,1.6,0.2,51
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30971116_29825345_20180825082916_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97111639,29.82534556,1440,2560,8/25/2018 8:29,43,1.3,0.8,49
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30972260_29824185_20180825082923_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97226056,29.82418556,1440,2560,8/25/2018 8:29,57,1.3,1.3,33
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30972845_29823488_20180825082928_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97284528,29.82348833,1440,2560,8/25/2018 8:29,72,1.2,1.2,37
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30973523_29822681_20180825082933_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97352306,29.82268139,1440,2560,8/25/2018 8:29,77,1.3,1.2,44
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30974276_29821831_20180825082938_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97427667,29.82183139,1440,2560,8/25/2018 8:29,80,1.2,1.1,46
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30974867_29821145_20180825082942_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97486722,29.821145,1440,2560,8/25/2018 8:29,83,1.2,1,46
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30977066_29818609_20180825082955_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97706611,29.81860889,1440,2560,8/25/2018 8:29,87,1.2,1.1,48
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30977580_29818013_20180825082958_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97758056,29.81801306,1440,2560,8/25/2018 8:29,96,1.3,1.3,48
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30978163_29817397_20180825083002_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97816361,29.81739722,1440,2560,8/25/2018 8:30,90,1.2,1.2,47
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30979099_29816696_20180825083007_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97909917,29.81669667,1440,2560,8/25/2018 8:30,88,1.2,0.9,43
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30979706_29816298_20180825083010_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.97970611,29.81629833,1440,2560,8/25/2018 8:30,91,1.3,1.2,45
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30980498_29815769_20180825083014_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98049833,29.81576917,1440,2560,8/25/2018 8:30,91,1.4,1.4,45
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30981809_29815335_20180825083020_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98180889,29.81533528,1440,2560,8/25/2018 8:30,93,1.4,1.9,63
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30982263_29815165_20180825083022_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98226361,29.81516556,1440,2560,8/25/2018 8:30,92,1.4,1.7,57
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30983114_29814829_20180825083026_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98311444,29.81482917,1440,2560,8/25/2018 8:30,92,1.2,1.2,53
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30984015_29814395_20180825083030_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98401528,29.814395,1440,2560,8/25/2018 8:30,95,1.3,1.1,50
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30984945_29814003_20180825083034_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98494528,29.81400361,1440,2560,8/25/2018 8:30,99,1.4,1.5,48
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30985637_29813719_20180825083037_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98563722,29.81371972,1440,2560,8/25/2018 8:30,96,1.3,1.5,45
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30986428_29813372_20180825083041_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98642861,29.81337194,1440,2560,8/25/2018 8:30,94,1.3,1.3,44
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30987403_29812936_20180825083045_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98740389,29.81293694,1440,2560,8/25/2018 8:30,94,1.3,1.4,46
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30988521_29812488_20180825083050_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98852139,29.81248861,1440,2560,8/25/2018 8:30,94,1.2,1,33
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30989161_29812197_20180825083053_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.98916139,29.8121975,1440,2560,8/25/2018 8:30,92,1.3,1,38
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30990006_29811842_20180825083057_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99000611,29.81184194,1440,2560,8/25/2018 8:30,90,1.4,1.5,36
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30990810_29811488_20180825083101_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99081028,29.81148833,1440,2560,8/25/2018 8:31,86,1.3,1.4,36
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30991633_29811132_20180825083105_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99163278,29.81113222,1440,2560,8/25/2018 8:31,86,1.2,1.2,36
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30992451_29810790_20180825083109_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99245111,29.81079056,1440,2560,8/25/2018 8:31,85,1.2,1.3,37
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30993252_29810439_20180825083113_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.9932525,29.81043944,1440,2560,8/25/2018 8:31,85,1.3,1.4,38
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30994049_29810088_20180825083117_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99404889,29.81008833,1440,2560,8/25/2018 8:31,85,1.2,1.1,38
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30994894_29809707_20180825083121_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99489444,29.8097075,1440,2560,8/25/2018 8:31,86,1.2,1.1,40
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30995085_29809620_20180825083122_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99508583,29.80962056,1440,2560,8/25/2018 8:31,87,1.1,0.9,38
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30995920_29809292_20180825083126_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99592028,29.8092925,1440,2560,8/25/2018 8:31,88,1.3,1.2,40
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30996722_29808945_20180825083130_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99672222,29.80894528,1440,2560,8/25/2018 8:31,86,1.4,1.7,41
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30997505_29808590_20180825083134_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99750528,29.80859028,1440,2560,8/25/2018 8:31,82,1.2,1.5,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30998453_29808154_20180825083139_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99845361,29.80815417,1440,2560,8/25/2018 8:31,81,1.6,1.9,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30999184_29807812_20180825083143_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,30.99918417,29.80781278,1440,2560,8/25/2018 8:31,78,1.2,1.1,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31000091_29807396_20180825083148_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00009111,29.80739583,1440,2560,8/25/2018 8:31,78,1.2,1.1,42
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31000441_29807236_20180825083150_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00044139,29.80723639,1440,2560,8/25/2018 8:31,80,1.9,1.3,49
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31000818_29807045_20180825083152_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00081833,29.80704556,1440,2560,8/25/2018 8:31,83,1.3,1.5,53
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31001796_29806646_20180825083157_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00179667,29.80664611,1440,2560,8/25/2018 8:31,83,1.3,1.1,53
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31002605_29806278_20180825083201_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00260556,29.80627778,1440,2560,8/25/2018 8:32,85,1.3,1.1,51
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_31003406_29805849_20180825083205_0_M_45aeea35-1b54-4336-a130-dc06401de972.jpg,31.00340639,29.80584944,1440,2560,8/25/2018 8:32,87,1.5,1.4,48
,,,,,,,,,,
